"Web Search Interest: ""smoking""",,
New Zealand; 2004 - present,,
,,
Interest over time,,
Week,smoking,
2010-02-14 - 2010-02-20,34,
2010-02-21 - 2010-02-27,41,
2010-02-28 - 2010-03-06,29,
2010-03-07 - 2010-03-13,40,
2010-03-14 - 2010-03-20,41,
2010-03-21 - 2010-03-27,45,
2010-03-28 - 2010-04-03,52,
2010-04-04 - 2010-04-10,38,
2010-04-11 - 2010-04-17,32,
2010-04-18 - 2010-04-24,39,
2010-04-25 - 2010-05-01,53,
2010-05-02 - 2010-05-08,52,
2010-05-09 - 2010-05-15,43,
2010-05-16 - 2010-05-22,53,
2010-05-23 - 2010-05-29,87,
2010-05-30 - 2010-06-05,53,
2010-06-06 - 2010-06-12,58,
2010-06-13 - 2010-06-19,40,
2010-06-20 - 2010-06-26,43,
2010-06-27 - 2010-07-03,44,
2010-07-04 - 2010-07-10,38,
2010-07-11 - 2010-07-17,32,
2010-07-18 - 2010-07-24,34,
2010-07-25 - 2010-07-31,39,
2010-08-01 - 2010-08-07,55,
2010-08-08 - 2010-08-14,45,
2010-08-15 - 2010-08-21,40,
2010-08-22 - 2010-08-28,43,
2010-08-29 - 2010-09-04,47,
2010-09-05 - 2010-09-11,51,
2010-09-12 - 2010-09-18,41,
2010-09-19 - 2010-09-25,39,
2010-09-26 - 2010-10-02,26,
2010-10-03 - 2010-10-09,38,
2010-10-10 - 2010-10-16,38,
2010-10-17 - 2010-10-23,40,
2010-10-24 - 2010-10-30,46,
2010-10-31 - 2010-11-06,52,
2010-11-07 - 2010-11-13,44,
2010-11-14 - 2010-11-20,34,
2010-11-21 - 2010-11-27,30,
2010-11-28 - 2010-12-04,33,
2010-12-05 - 2010-12-11,36,
2010-12-12 - 2010-12-18,46,
2010-12-19 - 2010-12-25,22,
2010-12-26 - 2011-01-01,31,
2011-01-02 - 2011-01-08,38,
2011-01-09 - 2011-01-15,25,
2011-01-16 - 2011-01-22,35,
2011-01-23 - 2011-01-29,32,
2011-01-30 - 2011-02-05,26,
2011-02-06 - 2011-02-12,31,
2011-02-13 - 2011-02-19,31,
2011-02-20 - 2011-02-26,30,
2011-02-27 - 2011-03-05,23,
2011-03-06 - 2011-03-12,38,
2011-03-13 - 2011-03-19,32,
2011-03-20 - 2011-03-26,36,
2011-03-27 - 2011-04-02,29,
2011-04-03 - 2011-04-09,39,
2011-04-10 - 2011-04-16,31,
2011-04-17 - 2011-04-23,23,
2011-04-24 - 2011-04-30,27,
2011-05-01 - 2011-05-07,32,
2011-05-08 - 2011-05-14,41,
2011-05-15 - 2011-05-21,42,
2011-05-22 - 2011-05-28,40,
2011-05-29 - 2011-06-04,46,
2011-06-05 - 2011-06-11,35,
2011-06-12 - 2011-06-18,41,
2011-06-19 - 2011-06-25,33,
2011-06-26 - 2011-07-02,39,
2011-07-03 - 2011-07-09,43,
2011-07-10 - 2011-07-16,31,
2011-07-17 - 2011-07-23,27,
2011-07-24 - 2011-07-30,28,
2011-07-31 - 2011-08-06,35,
2011-08-07 - 2011-08-13,33,
2011-08-14 - 2011-08-20,34,
2011-08-21 - 2011-08-27,34,
2011-08-28 - 2011-09-03,35,
2011-09-04 - 2011-09-10,32,
2011-09-11 - 2011-09-17,28,
2011-09-18 - 2011-09-24,32,
2011-09-25 - 2011-10-01,36,
2011-10-02 - 2011-10-08,31,
2011-10-09 - 2011-10-15,27,
2011-10-16 - 2011-10-22,23,
2011-10-23 - 2011-10-29,30,
2011-10-30 - 2011-11-05,33,
2011-11-06 - 2011-11-12,31,
2011-11-13 - 2011-11-19,29,
2011-11-20 - 2011-11-26,25,
2011-11-27 - 2011-12-03,19,
2011-12-04 - 2011-12-10,21,
2011-12-11 - 2011-12-17,26,
2011-12-18 - 2011-12-24,27,
2011-12-25 - 2011-12-31,21,
2012-01-01 - 2012-01-07,33,
2012-01-08 - 2012-01-14,29,
2012-01-15 - 2012-01-21,25,
2012-01-22 - 2012-01-28,27,
2012-01-29 - 2012-02-04,26,
2012-02-05 - 2012-02-11,26,
2012-02-12 - 2012-02-18,28,
2012-02-19 - 2012-02-25,28,
2012-02-26 - 2012-03-03,32,
2012-03-04 - 2012-03-10,26,
2012-03-11 - 2012-03-17,29,
2012-03-18 - 2012-03-24,35,
2012-03-25 - 2012-03-31,27,
2012-04-01 - 2012-04-07,31,
2012-04-08 - 2012-04-14,28,
2012-04-15 - 2012-04-21,30,
2012-04-22 - 2012-04-28,32,
2012-04-29 - 2012-05-05,30,
2012-05-06 - 2012-05-12,36,
2012-05-13 - 2012-05-19,40,
2012-05-20 - 2012-05-26,38,
2012-05-27 - 2012-06-02,38,
2012-06-03 - 2012-06-09,27,
2012-06-10 - 2012-06-16,32,
2012-06-17 - 2012-06-23,36,
2012-06-24 - 2012-06-30,34,
2012-07-01 - 2012-07-07,25,
2012-07-08 - 2012-07-14,26,
2012-07-15 - 2012-07-21,36,
2012-07-22 - 2012-07-28,38,
2012-07-29 - 2012-08-04,33,
2012-08-05 - 2012-08-11,32,
2012-08-12 - 2012-08-18,40,
2012-08-19 - 2012-08-25,37,
2012-08-26 - 2012-09-01,38,
2012-09-02 - 2012-09-08,37,
2012-09-09 - 2012-09-15,26,
2012-09-16 - 2012-09-22,35,
2012-09-23 - 2012-09-29,36,
2012-09-30 - 2012-10-06,27,
2012-10-07 - 2012-10-13,23,
2012-10-14 - 2012-10-20,30,
2012-10-21 - 2012-10-27,29,
2012-10-28 - 2012-11-03,25,
2012-11-04 - 2012-11-10,25,
2012-11-11 - 2012-11-17,24,
2012-11-18 - 2012-11-24,24,
2012-11-25 - 2012-12-01,23,
2012-12-02 - 2012-12-08,26,
2012-12-09 - 2012-12-15,20,
2012-12-16 - 2012-12-22,17,
2012-12-23 - 2012-12-29,18,
2012-12-30 - 2013-01-05,40,
2013-01-06 - 2013-01-12,91,
2013-01-13 - 2013-01-19,32,
2013-01-20 - 2013-01-26,23,
2013-01-27 - 2013-02-02,23,
2013-02-03 - 2013-02-09,26,
2013-02-10 - 2013-02-16,27,
2013-02-17 - 2013-02-23,28,
2013-02-24 - 2013-03-02, ,
,,
Interest over time,,
Week,Health,smoking
2004-01-04 - 2004-01-10,0%,0%
2004-01-11 - 2004-01-17,5%,0%
2004-01-18 - 2004-01-24,7%,0%
2004-01-25 - 2004-01-31,3%,7%
2004-02-01 - 2004-02-07,8%,15%
2004-02-08 - 2004-02-14,11%,24%
2004-02-15 - 2004-02-21,-1%,33%
2004-02-22 - 2004-02-28,8%,4%
2004-02-29 - 2004-03-06,1%,70%
2004-03-07 - 2004-03-13,0%,67%
2004-03-14 - 2004-03-20,12%,67%
2004-03-21 - 2004-03-27,7%,83%
2004-03-28 - 2004-04-03,9%,80%
2004-04-04 - 2004-04-10,4%,83%
2004-04-11 - 2004-04-17,4%,70%
2004-04-18 - 2004-04-24,12%,70%
2004-04-25 - 2004-05-01,11%,70%
2004-05-02 - 2004-05-08,16%,113%
2004-05-09 - 2004-05-15,15%,98%
2004-05-16 - 2004-05-22,20%,85%
2004-05-23 - 2004-05-29,15%,11%
2004-05-30 - 2004-06-05,12%,67%
2004-06-06 - 2004-06-12,12%,9%
2004-06-13 - 2004-06-19,5%,78%
2004-06-20 - 2004-06-26,8%,-2%
2004-06-27 - 2004-07-03,11%,0%
2004-07-04 - 2004-07-10,5%,28%
2004-07-11 - 2004-07-17,11%,57%
2004-07-18 - 2004-07-24,15%,63%
2004-07-25 - 2004-07-31,11%,109%
2004-08-01 - 2004-08-07,13%,76%
2004-08-08 - 2004-08-14,15%,57%
2004-08-15 - 2004-08-21,8%,50%
2004-08-22 - 2004-08-28,5%,22%
2004-08-29 - 2004-09-04,9%,46%
2004-09-05 - 2004-09-11,16%,39%
2004-09-12 - 2004-09-18,15%,37%
2004-09-19 - 2004-09-25,13%,15%
2004-09-26 - 2004-10-02,12%,17%
2004-10-03 - 2004-10-09,12%,93%
2004-10-10 - 2004-10-16,12%,24%
2004-10-17 - 2004-10-23,16%,-4%
2004-10-24 - 2004-10-30,5%,59%
2004-10-31 - 2004-11-06,8%,35%
2004-11-07 - 2004-11-13,5%,117%
2004-11-14 - 2004-11-20,13%,-9%
2004-11-21 - 2004-11-27,4%,-2%
2004-11-28 - 2004-12-04,12%,50%
2004-12-05 - 2004-12-11,1%,100%
2004-12-12 - 2004-12-18,0%,2%
2004-12-19 - 2004-12-25,-9%,-7%
2004-12-26 - 2005-01-01,-15%,-7%
2005-01-02 - 2005-01-08,-1%,-7%
2005-01-09 - 2005-01-15,1%,-26%
2005-01-16 - 2005-01-22,7%,-26%
2005-01-23 - 2005-01-29,0%,7%
2005-01-30 - 2005-02-05,3%,-20%
2005-02-06 - 2005-02-12,7%,-22%
2005-02-13 - 2005-02-19,3%,-22%
2005-02-20 - 2005-02-26,11%,22%
2005-02-27 - 2005-03-05,8%,39%
2005-03-06 - 2005-03-12,7%,-20%
2005-03-13 - 2005-03-19,7%,4%
2005-03-20 - 2005-03-26,5%,-30%
2005-03-27 - 2005-04-02,5%,9%
2005-04-03 - 2005-04-09,11%,-9%
2005-04-10 - 2005-04-16,13%,-9%
2005-04-17 - 2005-04-23,9%,-22%
2005-04-24 - 2005-04-30,3%,-26%
2005-05-01 - 2005-05-07,15%,26%
2005-05-08 - 2005-05-14,13%,7%
2005-05-15 - 2005-05-21,13%,72%
2005-05-22 - 2005-05-28,16%,22%
2005-05-29 - 2005-06-04,11%,-9%
2005-06-05 - 2005-06-11,5%,35%
2005-06-12 - 2005-06-18,9%,37%
2005-06-19 - 2005-06-25,8%,28%
2005-06-26 - 2005-07-02,3%,39%
2005-07-03 - 2005-07-09,7%,0%
2005-07-10 - 2005-07-16,1%,-30%
2005-07-17 - 2005-07-23,33%,9%
2005-07-24 - 2005-07-30,15%,48%
2005-07-31 - 2005-08-06,19%,33%
2005-08-07 - 2005-08-13,13%,54%
2005-08-14 - 2005-08-20,13%,100%
2005-08-21 - 2005-08-27,9%,85%
2005-08-28 - 2005-09-03,9%,4%
2005-09-04 - 2005-09-10,11%,17%
2005-09-11 - 2005-09-17,11%,13%
2005-09-18 - 2005-09-24,11%,-7%
2005-09-25 - 2005-10-01,16%,-15%
2005-10-02 - 2005-10-08,16%,-2%
2005-10-09 - 2005-10-15,15%,15%
2005-10-16 - 2005-10-22,13%,-39%
2005-10-23 - 2005-10-29,9%,-15%
2005-10-30 - 2005-11-05,12%,11%
2005-11-06 - 2005-11-12,11%,-28%
2005-11-13 - 2005-11-19,12%,30%
2005-11-20 - 2005-11-26,13%,-26%
2005-11-27 - 2005-12-03,12%,-30%
2005-12-04 - 2005-12-10,4%,-41%
2005-12-11 - 2005-12-17,-1%,4%
2005-12-18 - 2005-12-24,-5%,-30%
2005-12-25 - 2005-12-31,-7%,-30%
2006-01-01 - 2006-01-07,3%,-30%
2006-01-08 - 2006-01-14,5%,-50%
2006-01-15 - 2006-01-21,8%,-50%
2006-01-22 - 2006-01-28,3%,-50%
2006-01-29 - 2006-02-04,4%,-39%
2006-02-05 - 2006-02-11,1%,-28%
2006-02-12 - 2006-02-18,9%,13%
2006-02-19 - 2006-02-25,9%,-20%
2006-02-26 - 2006-03-04,9%,15%
2006-03-05 - 2006-03-11,8%,2%
2006-03-12 - 2006-03-18,13%,-41%
2006-03-19 - 2006-03-25,12%,15%
2006-03-26 - 2006-04-01,8%,-20%
2006-04-02 - 2006-04-08,12%,17%
2006-04-09 - 2006-04-15,7%,-24%
2006-04-16 - 2006-04-22,3%,-46%
2006-04-23 - 2006-04-29,5%,-9%
2006-04-30 - 2006-05-06,15%,-15%
2006-05-07 - 2006-05-13,9%,7%
2006-05-14 - 2006-05-20,11%,7%
2006-05-21 - 2006-05-27,9%,-24%
2006-05-28 - 2006-06-03,7%,9%
2006-06-04 - 2006-06-10,4%,35%
2006-06-11 - 2006-06-17,4%,-2%
2006-06-18 - 2006-06-24,1%,39%
2006-06-25 - 2006-07-01,3%,-24%
2006-07-02 - 2006-07-08,-3%,-17%
2006-07-09 - 2006-07-15,4%,-4%
2006-07-16 - 2006-07-22,5%,-7%
2006-07-23 - 2006-07-29,5%,17%
2006-07-30 - 2006-08-05,5%,20%
2006-08-06 - 2006-08-12,4%,2%
2006-08-13 - 2006-08-19,3%,-33%
2006-08-20 - 2006-08-26,1%,-28%
2006-08-27 - 2006-09-02,8%,9%
2006-09-03 - 2006-09-09,3%,2%
2006-09-10 - 2006-09-16,7%,-24%
2006-09-17 - 2006-09-23,3%,-20%
2006-09-24 - 2006-09-30,5%,-2%
2006-10-01 - 2006-10-07,5%,-39%
2006-10-08 - 2006-10-14,5%,-30%
2006-10-15 - 2006-10-21,-1%,-24%
2006-10-22 - 2006-10-28,0%,-22%
2006-10-29 - 2006-11-04,-3%,11%
2006-11-05 - 2006-11-11,-7%,-30%
2006-11-12 - 2006-11-18,-8%,-39%
2006-11-19 - 2006-11-25,-7%,-13%
2006-11-26 - 2006-12-02,-11%,-11%
2006-12-03 - 2006-12-09,-11%,-39%
2006-12-10 - 2006-12-16,-12%,-59%
2006-12-17 - 2006-12-23,-16%,-63%
2006-12-24 - 2006-12-30,-23%,-41%
2006-12-31 - 2007-01-06,-16%,-50%
2007-01-07 - 2007-01-13,-11%,-17%
2007-01-14 - 2007-01-20,-8%,-39%
2007-01-21 - 2007-01-27,-7%,-43%
2007-01-28 - 2007-02-03,-11%,-43%
2007-02-04 - 2007-02-10,-12%,-37%
2007-02-11 - 2007-02-17,-5%,-26%
2007-02-18 - 2007-02-24,-5%,-48%
2007-02-25 - 2007-03-03,-8%,-59%
2007-03-04 - 2007-03-10,-4%,-33%
2007-03-11 - 2007-03-17,-5%,-41%
2007-03-18 - 2007-03-24,-4%,-24%
2007-03-25 - 2007-03-31,-1%,-4%
2007-04-01 - 2007-04-07,-8%,-24%
2007-04-08 - 2007-04-14,-11%,-61%
2007-04-15 - 2007-04-21,-9%,-57%
2007-04-22 - 2007-04-28,-8%,-37%
2007-04-29 - 2007-05-05,-1%,-13%
2007-05-06 - 2007-05-12,-3%,-26%
2007-05-13 - 2007-05-19,4%,-7%
2007-05-20 - 2007-05-26,-1%,2%
2007-05-27 - 2007-06-02,1%,20%
2007-06-03 - 2007-06-09,-3%,-15%
2007-06-10 - 2007-06-16,-4%,17%
2007-06-17 - 2007-06-23,-9%,-22%
2007-06-24 - 2007-06-30,-12%,-11%
2007-07-01 - 2007-07-07,-7%,-30%
2007-07-08 - 2007-07-14,-9%,-33%
2007-07-15 - 2007-07-21,-5%,11%
2007-07-22 - 2007-07-28,-1%,30%
2007-07-29 - 2007-08-04,-3%,13%
2007-08-05 - 2007-08-11,-1%,22%
2007-08-12 - 2007-08-18,-3%,13%
2007-08-19 - 2007-08-25,-4%,-11%
2007-08-26 - 2007-09-01,-7%,-13%
2007-09-02 - 2007-09-08,1%,-7%
2007-09-09 - 2007-09-15,-4%,-11%
2007-09-16 - 2007-09-22,0%,-22%
2007-09-23 - 2007-09-29,-7%,-28%
2007-09-30 - 2007-10-06,-3%,-22%
2007-10-07 - 2007-10-13,0%,4%
2007-10-14 - 2007-10-20,-3%,-11%
2007-10-21 - 2007-10-27,-4%,-13%
2007-10-28 - 2007-11-03,-4%,-2%
2007-11-04 - 2007-11-10,-7%,-13%
2007-11-11 - 2007-11-17,-11%,-35%
2007-11-18 - 2007-11-24,-7%,-33%
2007-11-25 - 2007-12-01,-13%,-33%
2007-12-02 - 2007-12-08,-16%,-50%
2007-12-09 - 2007-12-15,-15%,-48%
2007-12-16 - 2007-12-22,-17%,-59%
2007-12-23 - 2007-12-29,-27%,-67%
2007-12-30 - 2008-01-05,-16%,-50%
