Web Search Interest: "lung cancer"
United States; 2004 - present

Interest over time
Week,"lung cancer"
2008-02-24 - 2008-03-01,+0%,-21%
2008-03-02 - 2008-03-08,+1%,-21%
2008-03-09 - 2008-03-15,-2%,-21%
2008-03-16 - 2008-03-22,-3%,-25%
2008-03-23 - 2008-03-29,+0%,-25%
2008-03-30 - 2008-04-05,+2%,-17%
2008-04-06 - 2008-04-12,+1%,-17%
2008-04-13 - 2008-04-19,-2%,-17%
2008-04-20 - 2008-04-26,+1%,-21%
2008-04-27 - 2008-05-03,-1%,-21%
2008-05-04 - 2008-05-10,-1%,-21%
2008-05-11 - 2008-05-17,-2%,-25%
2008-05-18 - 2008-05-24,-6%,-25%
2008-05-25 - 2008-05-31,-7%,-29%
2008-06-01 - 2008-06-07,-8%,-29%
2008-06-08 - 2008-06-14,-7%,-33%
2008-06-15 - 2008-06-21,-8%,-29%
2008-06-22 - 2008-06-28,-6%,-33%
2008-06-29 - 2008-07-05,-8%,-42%
2008-07-06 - 2008-07-12,-3%,-33%
2008-07-13 - 2008-07-19,-5%,-33%
2008-07-20 - 2008-07-26,-5%,-42%
2008-07-27 - 2008-08-02,-7%,-33%
2008-08-03 - 2008-08-09,-7%,-37%
2008-08-10 - 2008-08-16,-7%,-42%
2008-08-17 - 2008-08-23,-5%,-42%
2008-08-24 - 2008-08-30,-6%,-42%
2008-08-31 - 2008-09-06,-8%,-42%
2008-09-07 - 2008-09-13,-3%,-33%
2008-09-14 - 2008-09-20,-5%,-33%
2008-09-21 - 2008-09-27,-3%,-29%
2008-09-28 - 2008-10-04,-6%,-29%
2008-10-05 - 2008-10-11,-1%,-33%
2008-10-12 - 2008-10-18,-5%,-29%
2008-10-19 - 2008-10-25,-3%,-25%
2008-10-26 - 2008-11-01,-1%,-21%
2008-11-02 - 2008-11-08,-7%,-25%
2008-11-09 - 2008-11-15,+0%,-17%
2008-11-16 - 2008-11-22,-5%,-21%
2008-11-23 - 2008-11-29,-15%,-37%
2008-11-30 - 2008-12-06,-7%,-29%
2008-12-07 - 2008-12-13,-7%,-25%
2008-12-14 - 2008-12-20,-15%,-37%
2008-12-21 - 2008-12-27,-28%,-50%
2008-12-28 - 2009-01-03,-16%,-46%
2009-01-04 - 2009-01-10,-1%,-29%
2009-01-11 - 2009-01-17,-3%,-29%
2009-01-18 - 2009-01-24,-6%,-33%
2009-01-25 - 2009-01-31,-2%,-33%
2009-02-01 - 2009-02-07,+1%,-29%
2009-02-08 - 2009-02-14,-2%,-29%
2009-02-15 - 2009-02-21,-2%,-29%
2009-02-22 - 2009-02-28,-1%,-29%
2009-03-01 - 2009-03-07,-1%,-29%
2009-03-08 - 2009-03-14,-1%,-29%
2009-03-15 - 2009-03-21,-2%,-25%
2009-03-22 - 2009-03-28,-1%,-29%
2009-03-29 - 2009-04-04,+0%,-29%
2009-04-05 - 2009-04-11,-2%,-29%
2009-04-12 - 2009-04-18,-1%,-29%
2009-04-19 - 2009-04-25,+1%,-25%
2009-04-26 - 2009-05-02,+14%,-29%
2009-05-03 - 2009-05-09,+2%,-25%
2009-05-10 - 2009-05-16,-1%,-25%
2009-05-17 - 2009-05-23,-3%,-33%
2009-05-24 - 2009-05-30,-7%,-37%
2009-05-31 - 2009-06-06,-6%,-33%
2009-06-07 - 2009-06-13,-3%,-33%
2009-06-14 - 2009-06-20,-5%,-37%
2009-06-21 - 2009-06-27,-1%,-33%
2009-06-28 - 2009-07-04,-8%,-46%
2009-07-05 - 2009-07-11,-1%,-33%
2009-07-12 - 2009-07-18,-2%,-42%
2009-07-19 - 2009-07-25,-6%,-37%
2009-07-26 - 2009-08-01,-6%,-37%
2009-08-02 - 2009-08-08,-5%,-33%
2009-08-09 - 2009-08-15,-6%,-46%
2009-08-16 - 2009-08-22,-3%,-42%
2009-08-23 - 2009-08-29,-3%,-29%
2009-08-30 - 2009-09-05,-3%,-37%
2009-09-06 - 2009-09-12,-6%,-42%
2009-09-13 - 2009-09-19,+2%,-29%
2009-09-20 - 2009-09-26,+2%,-33%
2009-09-27 - 2009-10-03,-1%,-37%
2009-10-04 - 2009-10-10,+1%,-33%
2009-10-11 - 2009-10-17,+1%,-29%
2009-10-18 - 2009-10-24,+6%,-29%
2009-10-25 - 2009-10-31,+3%,-29%
2009-11-01 - 2009-11-07,+2%,-25%
2009-11-08 - 2009-11-14,-1%,-25%
2009-11-15 - 2009-11-21,+1%,-21%
2009-11-22 - 2009-11-28,-16%,-42%
2009-11-29 - 2009-12-05,-7%,-29%
2009-12-06 - 2009-12-12,-7%,-21%
2009-12-13 - 2009-12-19,-12%,-37%
2009-12-20 - 2009-12-26,-23%,-50%
2009-12-27 - 2010-01-02,-19%,-50%
2010-01-03 - 2010-01-09,-3%,-33%
2010-01-10 - 2010-01-16,-5%,-37%
2010-01-17 - 2010-01-23,-6%,-37%
2010-01-24 - 2010-01-30,-1%,-37%
2010-01-31 - 2010-02-06,-6%,-33%
2010-02-07 - 2010-02-13,-9%,-37%
2010-02-14 - 2010-02-20,-3%,-37%
2010-02-21 - 2010-02-27,+0%,-33%
2010-02-28 - 2010-03-06,-2%,-29%
2010-03-07 - 2010-03-13,-1%,-33%
2010-03-14 - 2010-03-20,+0%,-37%
2010-03-21 - 2010-03-27,+5%,-29%
2010-03-28 - 2010-04-03,-6%,-33%
2010-04-04 - 2010-04-10,-3%,-25%
2010-04-11 - 2010-04-17,-1%,-29%
2010-04-18 - 2010-04-24,-1%,-25%
2010-04-25 - 2010-05-01,+0%,-29%
2010-05-02 - 2010-05-08,+0%,-33%
2010-05-09 - 2010-05-15,-3%,-29%
2010-05-16 - 2010-05-22,-2%,-33%
2010-05-23 - 2010-05-29,-5%,-37%
2010-05-30 - 2010-06-05,-8%,-42%
2010-06-06 - 2010-06-12,-6%,-37%
2010-06-13 - 2010-06-19,-7%,-42%
2010-06-20 - 2010-06-26,-6%,-42%
2010-06-27 - 2010-07-03,-10%,-46%
2010-07-04 - 2010-07-10,-9%,-54%
2010-07-11 - 2010-07-17,-5%,-46%
2010-07-18 - 2010-07-24,-5%,-42%
2010-07-25 - 2010-07-31,-6%,-50%
2010-08-01 - 2010-08-07,-9%,-50%
2010-08-08 - 2010-08-14,-5%,-46%
2010-08-15 - 2010-08-21,-5%,-46%
2010-08-22 - 2010-08-28,-3%,-50%
2010-08-29 - 2010-09-04,-5%,-46%
2010-09-05 - 2010-09-11,-9%,-46%
2010-09-12 - 2010-09-18,-3%,-46%
2010-09-19 - 2010-09-25,-2%,-42%
2010-09-26 - 2010-10-02,-1%,-37%
2010-10-03 - 2010-10-09,-2%,-37%
2010-10-10 - 2010-10-16,-3%,-37%
2010-10-17 - 2010-10-23,+0%,-37%
2010-10-24 - 2010-10-30,-3%,-37%
2010-10-31 - 2010-11-06,-2%,-25%
2010-11-07 - 2010-11-13,-1%,-33%
2010-11-14 - 2010-11-20,-1%,-37%
2010-11-21 - 2010-11-27,-16%,-50%
2010-11-28 - 2010-12-04,-5%,-37%
2010-12-05 - 2010-12-11,-6%,-37%
2010-12-12 - 2010-12-18,-11%,-46%
2010-12-19 - 2010-12-25,-24%,-54%
2010-12-26 - 2011-01-01,-17%,-54%
2011-01-02 - 2011-01-08,+0%,-37%
2011-01-09 - 2011-01-15,-6%,-42%
2011-01-16 - 2011-01-22,+0%,-37%
2011-01-23 - 2011-01-29,+0%,-37%
2011-01-30 - 2011-02-05,-3%,-46%
2011-02-06 - 2011-02-12,-2%,-33%
2011-02-13 - 2011-02-19,+1%,-33%
2011-02-20 - 2011-02-26,+0%,-37%
2011-02-27 - 2011-03-05,+2%,-37%
2011-03-06 - 2011-03-12,-1%,-37%
2011-03-13 - 2011-03-19,+0%,-37%
2011-03-20 - 2011-03-26,+0%,-33%
2011-03-27 - 2011-04-02,+1%,-33%
2011-04-03 - 2011-04-09,+0%,-33%
2011-04-10 - 2011-04-16,+0%,-33%
2011-04-17 - 2011-04-23,-3%,-37%
2011-04-24 - 2011-04-30,+0%,-37%
2011-05-01 - 2011-05-07,-6%,-42%
2011-05-08 - 2011-05-14,+0%,-37%
2011-05-15 - 2011-05-21,+0%,-37%
2011-05-22 - 2011-05-28,-6%,-42%
2011-05-29 - 2011-06-04,-6%,-46%
2011-06-05 - 2011-06-11,-2%,-42%
2011-06-12 - 2011-06-18,-2%,-42%
2011-06-19 - 2011-06-25,-3%,-42%
2011-06-26 - 2011-07-02,-3%,-42%
2011-07-03 - 2011-07-09,-5%,-46%
2011-07-10 - 2011-07-16,+0%,-46%
2011-07-17 - 2011-07-23,-3%,-42%
2011-07-24 - 2011-07-30,-2%,-50%
2011-07-31 - 2011-08-06,-2%,-50%
2011-08-07 - 2011-08-13,-5%,-46%
2011-08-14 - 2011-08-20,-3%,-46%
2011-08-21 - 2011-08-27,-8%,-50%
2011-08-28 - 2011-09-03,-7%,-42%
2011-09-04 - 2011-09-10,-5%,-46%
2011-09-11 - 2011-09-17,+0%,-37%
2011-09-18 - 2011-09-24,-3%,-37%
2011-09-25 - 2011-10-01,+1%,-42%
2011-10-02 - 2011-10-08,+1%,-37%
2011-10-09 - 2011-10-15,+0%,-33%
2011-10-16 - 2011-10-22,-1%,-37%
2011-10-23 - 2011-10-29,-2%,-33%
2011-10-30 - 2011-11-05,-1%,-37%
2011-11-06 - 2011-11-12,-2%,-33%
2011-11-13 - 2011-11-19,+1%,-8%
2011-11-20 - 2011-11-26,-16%,-42%
2011-11-27 - 2011-12-03,+2%,-33%
2011-12-04 - 2011-12-10,-2%,-37%
2011-12-11 - 2011-12-17,-8%,-42%
2011-12-18 - 2011-12-24,-15%,-46%
2011-12-25 - 2011-12-31,-15%,-50%
2012-01-01 - 2012-01-07,-6%,-37%
2012-01-08 - 2012-01-14,+1%,-37%
2012-01-15 - 2012-01-21,+1%,-42%
2012-01-22 - 2012-01-28,+5%,-21%
2012-01-29 - 2012-02-04,+5%,-37%
2012-02-05 - 2012-02-11,+3%,-29%
2012-02-12 - 2012-02-18,-1%,-37%
2012-02-19 - 2012-02-25,+2%,-33%
2012-02-26 - 2012-03-03,+1%,-37%
2012-03-04 - 2012-03-10,+0%,-37%
2012-03-11 - 2012-03-17,-2%,-37%
2012-03-18 - 2012-03-24,+2%,-42%
2012-03-25 - 2012-03-31,+0%,-37%
2012-04-01 - 2012-04-07,+1%,-42%
2012-04-08 - 2012-04-14,+3%,-37%
2012-04-15 - 2012-04-21,+5%,-33%
2012-04-22 - 2012-04-28,+5%,-33%
2012-04-29 - 2012-05-05,+2%,-37%
2012-05-06 - 2012-05-12,+2%,-42%
2012-05-13 - 2012-05-19,-1%,-29%
2012-05-20 - 2012-05-26,+0%,-37%
2012-05-27 - 2012-06-02,-6%,-46%
2012-06-03 - 2012-06-09,+0%,-42%
2012-06-10 - 2012-06-16,+1%,-42%
2012-06-17 - 2012-06-23,-1%,-42%
2012-06-24 - 2012-06-30,+0%,-46%
2012-07-01 - 2012-07-07,-7%,-50%
2012-07-08 - 2012-07-14,+2%,-42%
2012-07-15 - 2012-07-21,+0%,-46%
2012-07-22 - 2012-07-28,+0%,-46%
2012-07-29 - 2012-08-04,-1%,-50%
2012-08-05 - 2012-08-11,+1%,-46%
2012-08-12 - 2012-08-18,+0%,-46%
2012-08-19 - 2012-08-25,+2%,-46%
2012-08-26 - 2012-09-01,+2%,-46%
2012-09-02 - 2012-09-08,+1%,-46%
2012-09-09 - 2012-09-15,+3%,-42%
2012-09-16 - 2012-09-22,+1%,-42%
2012-09-23 - 2012-09-29,+1%,-42%
2012-09-30 - 2012-10-06,+1%,-42%
2012-10-07 - 2012-10-13,+2%,-37%
2012-10-14 - 2012-10-20,+3%,-42%
2012-10-21 - 2012-10-27,+2%,-37%
2012-10-28 - 2012-11-03,-7%,-42%
2012-11-04 - 2012-11-10,-3%,-42%
2012-11-11 - 2012-11-17,-1%,-37%
2012-11-18 - 2012-11-24,-12%,-50%
2012-11-25 - 2012-12-01,-1%,-42%
2012-12-02 - 2012-12-08,+0%,-42%
2012-12-09 - 2012-12-15,-5%,-46%
2012-12-16 - 2012-12-22,-12%,-54%
2012-12-23 - 2012-12-29,-18%,-58%
2012-12-30 - 2013-01-05,-7%,-54%
2013-01-06 - 2013-01-12,+9%,-42%
2013-01-13 - 2013-01-19,+2%,-46%
2013-01-20 - 2013-01-26,+3%,-46%
2013-01-27 - 2013-02-02,+9%,-42%
2013-02-03 - 2013-02-09,+2%,-46%
2013-02-10 - 2013-02-16,+0%,-46%
2013-02-17 - 2013-02-23,+5%,-42%
2013-02-24 - 2013-03-02,+1%,-46%
2013-03-03 - 2013-03-09,-10%,-50%
2013-03-10 - 2013-03-16, , 
2013-03-17 - 2013-03-23, , 
2013-03-24 - 2013-03-30, , 
2013-03-31 - 2013-04-06, , 


Top subregions for "lung cancer"
Subregion,"lung cancer"
Pennsylvania,100
Kentucky,98
West Virginia,96
Massachusetts,93
Tennessee,92
Ohio,92
North Carolina,92
Connecticut,91
Maryland,90
Indiana,90
New Jersey,89
New York,89
South Carolina,89
Maine,88
Illinois,87
Delaware,87
Michigan,87
Missouri,86
Alabama,83
Iowa,83
Wisconsin,83
New Hampshire,83
Minnesota,82
Rhode Island,81
Nebraska,81
Arkansas,81
Mississippi,79
Florida,79
South Dakota,79
North Dakota,78
Georgia,77
Louisiana,74
Vermont,73
Oklahoma,73
Texas,70
District of Columbia,70
Arizona,70
New Mexico,69
Kansas,68
Colorado,67
Wyoming,67
Washington,66
Oregon,65
California,65
Montana,62
Hawaii,61
Virginia,61
Idaho,59
Nevada,59
Alaska,54
Utah,48


Top metros for "lung cancer"
Metro,"lung cancer"
Peoria-Bloomington,100
Charleston-Huntington,86
Philadelphia,83
Syracuse,81
Lexington,81
Raleigh-Durham,80
Wilkes Barre-Scranton,80
Champaign-Springfield-Decatur,79
Cedar Rapids-Waterloo,79
Pittsburgh,78
Knoxville,77
Hartford,76
Boston,76
Greensboro,75
Cincinnati,75
Birmingham,75
Columbia,74
Springfield,73
Nashville,72
Albany-Schenectady-Troy,72
Roanoke-Lynchburg,72
Harrisburg-Lancaster-Lebanon-York,72
Springfield-Holyoke,72
Cleveland,71
Baltimore,71
Indianapolis,70
Louisville,70
New York,70
Greenville-Spartenburg,70
Tampa,70
Jacksonville,69
Chicago,69
Toledo,69
Providence,68
Burlington,68
Milwaukee,67
Buffalo,67
Green Bay-Appleton,66
St Louis,66
Detroit,66
Flint,66
Columbus,66
Jackson,66
Richmond-Petersburg,66
Mobile,65
Dayton,64
Little Rock-Pine Bluff,64
Madison,64
Minneapolis-St Paul,64
Des Moines,63
Rochester,63
Grand Rapids,62
Atlanta,62
Charlotte,62
Omaha,62
Kansas City,62
Sacramento,61
Norfolk-Portsmouth,58
Houston,58
Portland-Auburn,57
West Palm Beach,57
New Orleans,57
Washington,56
Orlando,56
Oklahoma City,55
Tucson,55
Memphis,54
Albuquerque,53
Phoenix,52
Dallas-Fort Worth,52
San Diego,51
Seattle-Tacoma,51
Denver,51
Los Angeles,50
Miami,49
Portland,46
Austin,46
Las Vegas,45
Fresno,45
Honolulu,43
San Antonio,42
San Francisco,40
Salt Lake City,37
Binghamton,0
Macon,0
Savannah,0
Ft Wayne,0
Erie,0
Charleston,0
Augusta,0
Columbus,0
Albany,0
Utica-Rome,0
Tallahassee,0
Tri-Cities,0
Youngstown-Warren,0
Bangor,0
Traverse City-Cadillac,0
Greenville-New Bern-Washington,0
Watertown,0
Wilmington,0
Lansing,0
Presque Isle,0
Marquette,0
Wheeling,0
Lima,0
Bluefield-Beckley-Oak Hill,0
Elmira,0
Harrisonburg,0
Florence-Myrtle Beach,0
Ft Myers,0
Johnstown-Altoona,0
Chattanooga,0
Salisbury,0
Terre Haute,0
Lafayette,0
Alpena,0
Charlottesville,0
South Bend,0
Gainesville,0
Zanesville,0
Parkersburg,0
Clarksburg-Weston,0
Corpus Christi,0
Joplin-Pittsburg,0
Columbia-Jefferson City,0
Topeka,0
Dothan,0
Rockford,0
Rochester-Mason City-Austin,0
Shreveport,0
Sioux City,0
Waco-Temple-Bryan,0
Victoria,0
Wichita Falls,0
Monroe,0
Ottumwa-Kirksville,0
Paducah,0
Odessa-Midland,0
Amarillo,0
Harlingen,0
St Joseph,0
Jackson,0
Lafayette,0
Lake Charles,0
Alexandria,0
Greenwood-Greenville,0
Evansville,0
Lubbock,0
Panama City,0
Sherman,0
San Angelo,0
Abilene-Sweetwater,0
Ft Smith-Fay-Springfield,0
Tulsa,0
Columbus-Tupelo-West Point,0
Duluth,0
Wichita,0
Davenport-Rock Island-Moline,0
Minot-Bismarck-Dickinson,0
Huntsville,0
Beaumont-Port Author,0
Montgomery,0
La Crosse-Eau Claire,0
Wausau-Rhinelander,0
Tyler-Longview,0
Hattiesburg-Laurel,0
Meridian,0
Baton Rouge,0
Quincy,0
Lincoln-Hastings,0
Fargo-Valley City,0
Sioux Falls,0
Jonesboro,0
Bowling Green,0
Mankato,0
North Platte,0
Anchorage,0
Fairbanks,0
Biloxi-Gulfport,0
Juneau,0
Laredo,0
Colorado Springs,0
Butte-Bozeman,0
Great Falls,0
Billings,0
Boise,0
Idaho Falls-Pocatello,0
Cheyenne,0
Twin Falls,0
Missoula,0
Rapid City,0
El Paso,0
Helena,0
Casper-Riverton,0
Yuma,0
Grand Junction,0
Glendive,0
Bakersfield,0
Eugene,0
Eureka,0
Palm Springs,0
Yakima-Pasco,0
Reno,0
Medford-Klamath Falls,0
Bend,0
Monterey-Salinas,0
Santa Barbara,0
Chico-Redding,0
Spokane,0


Top cities for "lung cancer"
City,"lung cancer"
Philadelphia,100
Boston,97
St Louis,87
Chicago,87
New York,84
Atlanta,78
Minneapolis,76
Washington,76
Houston,76
Phoenix,74
Los Angeles,68
Dallas,67
Seattle,66
San Francisco,66



Top searches for "lung cancer"
lung cancer symptoms,100
cancer symptoms,95
symptoms of cancer,40
small cell cancer,35
stage 4 cancer,25
lung cancer treatment,25
smoking lung cancer,20
lung cancer survival,20
lung cancer pain,20
lung cancer signs,20
lung cancer prognosis,15
what is cancer,15
lung cancer stages,15
cancer stages,15
lung cancer causes,15
lungs,15
lung disease,10
brain cancer,10
liver cancer,10
lung cancer chemotherapy,10
chemotherapy,10
lung cancer types,5
staging lung cancer,5
lung cancer cough,5
lung cancer pictures,5
stages of cancer,5
types of cancer,5
metastatic cancer,5
metastatic lung cancer,5
throat cancer,5
lung cancer statistics,5
bone cancer,5
lung cancer surgery,5
lung cancer treatments,5
adenocarcinoma lung cancer,5
adenocarcinoma,5
lung cancer metastasis,5
lung cancer diagnosis,5
emphysema,5
lung cancer facts,5
marijuana lung cancer,5
lung cancer cure,5
lung cancer screening,5
american cancer society,5
throat cancer symptoms,5
lung cancer symptom,5
pet scan,5
lung cancer association,5



Rising searches for "lung cancer"
stage 4 cancer,+250%
lung cancer signs,+120%
lung cancer cough,+110%
lung cancer pain,+110%
lung cancer stages,+100%
lung cancer symptoms,+100%
symptoms of cancer,+90%
cancer symptoms,+80%
cancer stages,+60%
lung cancer prognosis,+60%



