Web Search Interest: "lung cancer"
New Zealand; 2004 - present

Interest over time
Week,"lung cancer"
2010-06-20 - 2010-06-26,45
2010-06-27 - 2010-07-03,47
2010-07-04 - 2010-07-10,50
2010-07-11 - 2010-07-17,37
2010-07-18 - 2010-07-24,40
2010-07-25 - 2010-07-31,51
2010-08-01 - 2010-08-07,42
2010-08-08 - 2010-08-14,42
2010-08-15 - 2010-08-21,35
2010-08-22 - 2010-08-28,35
2010-08-29 - 2010-09-04,35
2010-09-05 - 2010-09-11,35
2010-09-12 - 2010-09-18,31
2010-09-19 - 2010-09-25,31
2010-09-26 - 2010-10-02,41
2010-10-03 - 2010-10-09,51
2010-10-10 - 2010-10-16,61
2010-10-17 - 2010-10-23,70
2010-10-24 - 2010-10-30,42
2010-10-31 - 2010-11-06,42
2010-11-07 - 2010-11-13,42
2010-11-14 - 2010-11-20,42
2010-11-21 - 2010-11-27,42
2010-11-28 - 2010-12-04,39
2010-12-05 - 2010-12-11,0
2010-12-12 - 2010-12-18,0
2010-12-19 - 2010-12-25,0
2010-12-26 - 2011-01-01,0
2011-01-02 - 2011-01-08,0
2011-01-09 - 2011-01-15,0
2011-01-16 - 2011-01-22,23
2011-01-23 - 2011-01-29,34
2011-01-30 - 2011-02-05,33
2011-02-06 - 2011-02-12,33
2011-02-13 - 2011-02-19,26
2011-02-20 - 2011-02-26,26
2011-02-27 - 2011-03-05,28
2011-03-06 - 2011-03-12,29
2011-03-13 - 2011-03-19,21
2011-03-20 - 2011-03-26,34
2011-03-27 - 2011-04-02,30
2011-04-03 - 2011-04-09,31
2011-04-10 - 2011-04-16,20
2011-04-17 - 2011-04-23,26
2011-04-24 - 2011-04-30,37
2011-05-01 - 2011-05-07,22
2011-05-08 - 2011-05-14,22
2011-05-15 - 2011-05-21,28
2011-05-22 - 2011-05-28,32
2011-05-29 - 2011-06-04,33
2011-06-05 - 2011-06-11,24
2011-06-12 - 2011-06-18,35
2011-06-19 - 2011-06-25,41
2011-06-26 - 2011-07-02,47
2011-07-03 - 2011-07-09,34
2011-07-10 - 2011-07-16,23
2011-07-17 - 2011-07-23,23
2011-07-24 - 2011-07-30,23
2011-07-31 - 2011-08-06,29
2011-08-07 - 2011-08-13,28
2011-08-14 - 2011-08-20,30
2011-08-21 - 2011-08-27,35
2011-08-28 - 2011-09-03,30
2011-09-04 - 2011-09-10,27
2011-09-11 - 2011-09-17,47
2011-09-18 - 2011-09-24,30
2011-09-25 - 2011-10-01,30
2011-10-02 - 2011-10-08,33
2011-10-09 - 2011-10-15,24
2011-10-16 - 2011-10-22,27
2011-10-23 - 2011-10-29,25
2011-10-30 - 2011-11-05,40
2011-11-06 - 2011-11-12,24
2011-11-13 - 2011-11-19,26
2011-11-20 - 2011-11-26,32
2011-11-27 - 2011-12-03,38
2011-12-04 - 2011-12-10,39
2011-12-11 - 2011-12-17,36
2011-12-18 - 2011-12-24,36
2011-12-25 - 2011-12-31,20
2012-01-01 - 2012-01-07,20
2012-01-08 - 2012-01-14,20
2012-01-15 - 2012-01-21,20
2012-01-22 - 2012-01-28,26
2012-01-29 - 2012-02-04,35
2012-02-05 - 2012-02-11,39
2012-02-12 - 2012-02-18,18
2012-02-19 - 2012-02-25,26
2012-02-26 - 2012-03-03,35
2012-03-04 - 2012-03-10,32
2012-03-11 - 2012-03-17,23
2012-03-18 - 2012-03-24,27
2012-03-25 - 2012-03-31,18
2012-04-01 - 2012-04-07,27
2012-04-08 - 2012-04-14,24
2012-04-15 - 2012-04-21,31
2012-04-22 - 2012-04-28,24
2012-04-29 - 2012-05-05,25
2012-05-06 - 2012-05-12,34
2012-05-13 - 2012-05-19,33
2012-05-20 - 2012-05-26,32
2012-05-27 - 2012-06-02,27
2012-06-03 - 2012-06-09,21
2012-06-10 - 2012-06-16,34
2012-06-17 - 2012-06-23,26
2012-06-24 - 2012-06-30,30
2012-07-01 - 2012-07-07,31
2012-07-08 - 2012-07-14,32
2012-07-15 - 2012-07-21,23
2012-07-22 - 2012-07-28,18
2012-07-29 - 2012-08-04,28
2012-08-05 - 2012-08-11,24
2012-08-12 - 2012-08-18,22
2012-08-19 - 2012-08-25,32
2012-08-26 - 2012-09-01,35
2012-09-02 - 2012-09-08,30
2012-09-09 - 2012-09-15,19
2012-09-16 - 2012-09-22,33
2012-09-23 - 2012-09-29,27
2012-09-30 - 2012-10-06,23
2012-10-07 - 2012-10-13,20
2012-10-14 - 2012-10-20,26
2012-10-21 - 2012-10-27,24
2012-10-28 - 2012-11-03,27
2012-11-04 - 2012-11-10,17
2012-11-11 - 2012-11-17,15
2012-11-18 - 2012-11-24,22
2012-11-25 - 2012-12-01,14
2012-12-02 - 2012-12-08,17
2012-12-09 - 2012-12-15,34
2012-12-16 - 2012-12-22,31
2012-12-23 - 2012-12-29,31
2012-12-30 - 2013-01-05,21
2013-01-06 - 2013-01-12,21
2013-01-13 - 2013-01-19,18
2013-01-20 - 2013-01-26,28
2013-01-27 - 2013-02-02,18
2013-02-03 - 2013-02-09,25
2013-02-10 - 2013-02-16,18
2013-02-17 - 2013-02-23,30
2013-02-24 - 2013-03-02,25
2013-03-03 - 2013-03-09,29
2013-03-10 - 2013-03-16,19
2013-03-17 - 2013-03-23,26
2013-03-24 - 2013-03-30,26
2013-03-31 - 2013-04-06,19
2013-04-07 - 2013-04-13,25
2013-04-14 - 2013-04-20, 
2013-04-21 - 2013-04-27, 
2013-04-28 - 2013-05-04, 

Interest over time
Week,Health,"lung cancer"
2004-01-04 - 2004-01-10,+0%,+0%
2004-01-11 - 2004-01-17,+5%,+0%
2004-01-18 - 2004-01-24,+3%,+0%
2004-01-25 - 2004-01-31,+7%,+0%
2004-02-01 - 2004-02-07,+5%,+0%
2004-02-08 - 2004-02-14,+10%,+0%
2004-02-15 - 2004-02-21,+0%,+0%
2004-02-22 - 2004-02-28,+4%,+0%
2004-02-29 - 2004-03-06,+1%,+0%
2004-03-07 - 2004-03-13,+0%,+0%
2004-03-14 - 2004-03-20,+14%,+0%
2004-03-21 - 2004-03-27,+7%,+0%
2004-03-28 - 2004-04-03,+10%,+0%
2004-04-04 - 2004-04-10,+0%,+0%
2004-04-11 - 2004-04-17,+3%,+0%
2004-04-18 - 2004-04-24,+11%,+0%
2004-04-25 - 2004-05-01,+19%,+0%
2004-05-02 - 2004-05-08,+18%,+0%
2004-05-09 - 2004-05-15,+16%,+0%
2004-05-16 - 2004-05-22,+19%,+0%
2004-05-23 - 2004-05-29,+15%,+0%
2004-05-30 - 2004-06-05,+10%,+0%
2004-06-06 - 2004-06-12,+12%,+0%
2004-06-13 - 2004-06-19,+7%,+0%
2004-06-20 - 2004-06-26,+8%,+0%
2004-06-27 - 2004-07-03,+10%,+0%
2004-07-04 - 2004-07-10,+8%,+0%
2004-07-11 - 2004-07-17,+10%,+0%
2004-07-18 - 2004-07-24,+14%,+0%
2004-07-25 - 2004-07-31,+11%,+0%
2004-08-01 - 2004-08-07,+12%,+0%
2004-08-08 - 2004-08-14,+15%,+0%
2004-08-15 - 2004-08-21,+11%,+0%
2004-08-22 - 2004-08-28,+8%,+0%
2004-08-29 - 2004-09-04,+12%,+0%
2004-09-05 - 2004-09-11,+14%,+0%
2004-09-12 - 2004-09-18,+18%,+0%
2004-09-19 - 2004-09-25,+12%,+0%
2004-09-26 - 2004-10-02,+16%,+0%
2004-10-03 - 2004-10-09,+18%,+0%
2004-10-10 - 2004-10-16,+14%,+0%
2004-10-17 - 2004-10-23,+12%,+0%
2004-10-24 - 2004-10-30,+5%,+0%
2004-10-31 - 2004-11-06,+11%,+0%
2004-11-07 - 2004-11-13,+8%,+0%
2004-11-14 - 2004-11-20,+10%,+0%
2004-11-21 - 2004-11-27,+8%,+0%
2004-11-28 - 2004-12-04,+11%,+0%
2004-12-05 - 2004-12-11,+4%,+0%
2004-12-12 - 2004-12-18,+1%,+0%
2004-12-19 - 2004-12-25,-10%,+0%
2004-12-26 - 2005-01-01,-14%,+0%
2005-01-02 - 2005-01-08,-1%,+0%
2005-01-09 - 2005-01-15,+1%,+0%
2005-01-16 - 2005-01-22,+7%,+0%
2005-01-23 - 2005-01-29,+3%,+0%
2005-01-30 - 2005-02-05,+7%,+0%
2005-02-06 - 2005-02-12,+7%,+0%
2005-02-13 - 2005-02-19,+4%,+0%
2005-02-20 - 2005-02-26,+8%,+0%
2005-02-27 - 2005-03-05,+7%,+0%
2005-03-06 - 2005-03-12,+7%,+0%
2005-03-13 - 2005-03-19,+10%,+0%
2005-03-20 - 2005-03-26,+7%,+0%
2005-03-27 - 2005-04-02,+10%,+0%
2005-04-03 - 2005-04-09,+8%,+0%
2005-04-10 - 2005-04-16,+12%,+0%
2005-04-17 - 2005-04-23,+10%,+0%
2005-04-24 - 2005-04-30,+5%,+0%
2005-05-01 - 2005-05-07,+11%,+0%
2005-05-08 - 2005-05-14,+19%,+0%
2005-05-15 - 2005-05-21,+15%,+0%
2005-05-22 - 2005-05-28,+16%,+0%
2005-05-29 - 2005-06-04,+12%,+0%
2005-06-05 - 2005-06-11,+5%,+0%
2005-06-12 - 2005-06-18,+11%,+0%
2005-06-19 - 2005-06-25,+11%,+0%
2005-06-26 - 2005-07-02,+7%,+0%
2005-07-03 - 2005-07-09,+10%,+0%
2005-07-10 - 2005-07-16,+3%,+0%
2005-07-17 - 2005-07-23,+37%,+0%
2005-07-24 - 2005-07-30,+16%,+0%
2005-07-31 - 2005-08-06,+21%,+0%
2005-08-07 - 2005-08-13,+16%,+0%
2005-08-14 - 2005-08-20,+16%,+0%
2005-08-21 - 2005-08-27,+14%,+0%
2005-08-28 - 2005-09-03,+11%,+0%
2005-09-04 - 2005-09-10,+15%,+0%
2005-09-11 - 2005-09-17,+12%,+0%
2005-09-18 - 2005-09-24,+14%,+0%
2005-09-25 - 2005-10-01,+16%,+0%
2005-10-02 - 2005-10-08,+16%,+0%
2005-10-09 - 2005-10-15,+15%,+0%
2005-10-16 - 2005-10-22,+15%,+0%
2005-10-23 - 2005-10-29,+10%,+0%
2005-10-30 - 2005-11-05,+12%,+0%
2005-11-06 - 2005-11-12,+11%,+0%
2005-11-13 - 2005-11-19,+18%,+0%
2005-11-20 - 2005-11-26,+15%,+0%
2005-11-27 - 2005-12-03,+15%,+0%
2005-12-04 - 2005-12-10,+10%,+0%
2005-12-11 - 2005-12-17,+4%,+0%
2005-12-18 - 2005-12-24,-3%,+0%
2005-12-25 - 2005-12-31,-3%,+0%
2006-01-01 - 2006-01-07,+0%,+0%
2006-01-08 - 2006-01-14,+7%,+0%
2006-01-15 - 2006-01-21,+8%,+0%
2006-01-22 - 2006-01-28,+7%,+0%
2006-01-29 - 2006-02-04,+1%,+0%
2006-02-05 - 2006-02-11,+1%,+0%
2006-02-12 - 2006-02-18,+8%,+0%
2006-02-19 - 2006-02-25,+12%,+0%
2006-02-26 - 2006-03-04,+8%,+0%
2006-03-05 - 2006-03-11,+14%,+0%
2006-03-12 - 2006-03-18,+16%,+0%
2006-03-19 - 2006-03-25,+15%,+0%
2006-03-26 - 2006-04-01,+12%,+0%
2006-04-02 - 2006-04-08,+10%,+0%
2006-04-09 - 2006-04-15,+4%,+0%
2006-04-16 - 2006-04-22,+3%,+0%
2006-04-23 - 2006-04-29,+5%,+0%
2006-04-30 - 2006-05-06,+16%,+0%
2006-05-07 - 2006-05-13,+15%,-100%
2006-05-14 - 2006-05-20,+12%,-100%
2006-05-21 - 2006-05-27,+11%,-100%
2006-05-28 - 2006-06-03,+10%,-100%
2006-06-04 - 2006-06-10,+7%,-100%
2006-06-11 - 2006-06-17,+7%,-100%
2006-06-18 - 2006-06-24,+4%,-100%
2006-06-25 - 2006-07-01,+1%,-100%
2006-07-02 - 2006-07-08,+0%,-100%
2006-07-09 - 2006-07-15,+3%,-100%
2006-07-16 - 2006-07-22,+7%,-100%
2006-07-23 - 2006-07-29,+7%,-100%
2006-07-30 - 2006-08-05,+7%,-100%
2006-08-06 - 2006-08-12,+5%,-100%
2006-08-13 - 2006-08-19,+3%,-100%
2006-08-20 - 2006-08-26,+4%,-100%
2006-08-27 - 2006-09-02,+10%,-100%
2006-09-03 - 2006-09-09,+4%,-24%
2006-09-10 - 2006-09-16,+7%,-100%
2006-09-17 - 2006-09-23,+7%,-100%
2006-09-24 - 2006-09-30,+7%,-100%
2006-10-01 - 2006-10-07,+5%,-100%
2006-10-08 - 2006-10-14,+7%,-100%
2006-10-15 - 2006-10-21,+1%,-100%
2006-10-22 - 2006-10-28,+0%,-100%
2006-10-29 - 2006-11-04,+0%,-100%
2006-11-05 - 2006-11-11,-5%,-100%
2006-11-12 - 2006-11-18,-5%,-100%
2006-11-19 - 2006-11-25,-5%,-100%
2006-11-26 - 2006-12-02,-7%,-100%
2006-12-03 - 2006-12-09,-10%,-100%
2006-12-10 - 2006-12-16,-11%,-100%
2006-12-17 - 2006-12-23,-15%,-100%
2006-12-24 - 2006-12-30,-22%,-100%
2006-12-31 - 2007-01-06,-15%,-100%
2007-01-07 - 2007-01-13,-10%,-100%
2007-01-14 - 2007-01-20,-5%,-100%
2007-01-21 - 2007-01-27,-4%,-100%
2007-01-28 - 2007-02-03,-8%,-22%
2007-02-04 - 2007-02-10,-12%,-100%
2007-02-11 - 2007-02-17,-7%,-100%
2007-02-18 - 2007-02-24,-3%,-100%
2007-02-25 - 2007-03-03,-8%,-100%
2007-03-04 - 2007-03-10,-3%,-100%
2007-03-11 - 2007-03-17,-3%,-100%
2007-03-18 - 2007-03-24,-3%,-100%
2007-03-25 - 2007-03-31,-1%,-100%
2007-04-01 - 2007-04-07,-10%,-100%
2007-04-08 - 2007-04-14,-14%,-100%
2007-04-15 - 2007-04-21,-8%,-100%
2007-04-22 - 2007-04-28,-7%,-24%
2007-04-29 - 2007-05-05,-3%,-100%
2007-05-06 - 2007-05-12,-4%,-100%
2007-05-13 - 2007-05-19,+4%,-100%
2007-05-20 - 2007-05-26,+0%,-100%
2007-05-27 - 2007-06-02,-1%,-100%
2007-06-03 - 2007-06-09,-4%,-100%
2007-06-10 - 2007-06-16,-5%,-100%
2007-06-17 - 2007-06-23,-8%,-100%
2007-06-24 - 2007-06-30,-10%,-100%
2007-07-01 - 2007-07-07,-10%,-100%
2007-07-08 - 2007-07-14,-8%,-100%
2007-07-15 - 2007-07-21,-4%,-43%
2007-07-22 - 2007-07-28,-3%,-42%
2007-07-29 - 2007-08-04,+0%,-41%
2007-08-05 - 2007-08-11,+3%,-40%
2007-08-12 - 2007-08-18,+1%,-100%
2007-08-19 - 2007-08-25,-3%,-100%
2007-08-26 - 2007-09-01,-4%,-100%
2007-09-02 - 2007-09-08,+7%,-100%
2007-09-09 - 2007-09-15,-1%,-100%
2007-09-16 - 2007-09-22,+1%,-100%
2007-09-23 - 2007-09-29,-3%,-100%
2007-09-30 - 2007-10-06,+0%,-100%
2007-10-07 - 2007-10-13,+1%,-100%
2007-10-14 - 2007-10-20,+3%,-29%
2007-10-21 - 2007-10-27,-1%,-51%
2007-10-28 - 2007-11-03,-3%,-51%
2007-11-04 - 2007-11-10,-5%,-51%
2007-11-11 - 2007-11-17,-7%,-51%
2007-11-18 - 2007-11-24,-10%,-100%
2007-11-25 - 2007-12-01,-12%,-100%
2007-12-02 - 2007-12-08,-12%,-100%
2007-12-09 - 2007-12-15,-12%,-100%
2007-12-16 - 2007-12-22,-16%,-100%
2007-12-23 - 2007-12-29,-23%,-100%
2007-12-30 - 2008-01-05,-16%,-100%
2008-01-06 - 2008-01-12,-7%,-100%
2008-01-13 - 2008-01-19,-10%,-100%
2008-01-20 - 2008-01-26,-11%,-100%
2008-01-27 - 2008-02-02,-10%,-100%
